id,menu_id,name,price,description,ingredients
1420,207,Fish Masala Curry,8.29,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1421,207,Chana Masala,13.36,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1422,207,Dal Makhani,28.08,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1423,207,Aloo Paratha,18.35,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1424,207,Mutton Karahi,9.54,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1425,207,Paneer Tikka Masala,23.70,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1426,207,Chicken Tandoori,8.98,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1427,207,Naan Garlic Bread,21.81,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1428,208,Fish Masala Curry,24.51,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1429,208,Dal Makhani,16.93,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1430,208,Chana Masala,7.10,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1431,208,Paneer Tikka Masala,27.06,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1432,208,Butter Chicken,22.57,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1433,208,Naan Garlic Bread,17.91,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1434,208,Chicken Tandoori,18.96,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1435,208,Aloo Paratha,15.82,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1436,208,Chicken Biryani,25.17,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1437,208,Mutton Karahi,26.76,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1438,209,Butter Chicken,23.87,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1439,209,Chicken Tandoori,24.46,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1440,209,Aloo Paratha,21.37,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1441,209,Naan Garlic Bread,22.03,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1442,209,Chana Masala,5.14,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1443,209,Chicken Biryani,5.79,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1444,209,Mutton Karahi,17.53,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1445,209,Fish Masala Curry,6.52,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1446,209,Paneer Tikka Masala,27.41,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1447,209,Dal Makhani,15.71,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1448,210,Mutton Karahi,8.31,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1449,210,Fish Masala Curry,27.90,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1450,210,Chana Masala,20.15,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1451,210,Paneer Tikka Masala,6.59,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1452,210,Chicken Tandoori,19.08,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1453,210,Dal Makhani,20.67,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1454,210,Aloo Paratha,20.38,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1455,210,Naan Garlic Bread,5.39,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1456,210,Chicken Biryani,7.23,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1457,210,Butter Chicken,22.97,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1458,211,Dal Makhani,10.13,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1459,211,Mutton Karahi,18.86,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1460,211,Chicken Tandoori,10.42,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1461,211,Paneer Tikka Masala,17.65,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1462,211,Butter Chicken,6.09,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1463,211,Fish Masala Curry,11.25,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1464,211,Chana Masala,17.41,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1465,211,Naan Garlic Bread,24.88,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1466,211,Chicken Biryani,20.59,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1467,211,Aloo Paratha,10.92,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1468,212,Butter Chicken,29.00,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1469,212,Chicken Biryani,26.16,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1470,212,Naan Garlic Bread,9.65,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1471,212,Dal Makhani,28.53,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1472,212,Chana Masala,25.69,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1473,212,Aloo Paratha,18.01,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1474,212,Chicken Tandoori,24.83,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1475,212,Mutton Karahi,12.32,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1476,212,Fish Masala Curry,10.69,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1477,212,Paneer Tikka Masala,11.45,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1478,213,Butter Chicken,11.44,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1479,213,Dal Makhani,25.87,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1480,213,Chicken Biryani,18.38,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1481,213,Chana Masala,9.46,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1482,213,Fish Masala Curry,8.91,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1483,213,Naan Garlic Bread,12.60,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1484,213,Paneer Tikka Masala,15.54,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1485,213,Aloo Paratha,26.58,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1486,213,Chicken Tandoori,25.83,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1487,213,Mutton Karahi,27.39,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1488,214,Chana Masala,24.64,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1489,214,Chicken Biryani,23.18,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1490,214,Aloo Paratha,6.93,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1491,214,Mutton Karahi,15.92,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1492,214,Fish Masala Curry,25.34,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1493,214,Naan Garlic Bread,7.03,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1494,214,Paneer Tikka Masala,27.57,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1495,214,Butter Chicken,10.88,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1496,214,Chicken Tandoori,20.34,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1497,214,Dal Makhani,21.25,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1498,215,Chana Masala,13.84,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1499,215,Mutton Karahi,8.43,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1500,215,Chicken Tandoori,7.78,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1501,215,Chicken Biryani,27.34,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1502,215,Naan Garlic Bread,28.71,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1503,215,Paneer Tikka Masala,19.21,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1504,215,Dal Makhani,18.30,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1505,215,Fish Masala Curry,5.72,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1506,215,Butter Chicken,6.23,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1507,215,Aloo Paratha,25.01,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1508,216,Chicken Biryani,23.91,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1509,216,Aloo Paratha,22.77,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1510,216,Butter Chicken,10.96,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1511,216,Chana Masala,21.20,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1512,216,Naan Garlic Bread,7.32,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1513,216,Dal Makhani,28.52,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1514,216,Mutton Karahi,6.86,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1515,216,Chicken Tandoori,9.18,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1516,216,Fish Masala Curry,26.06,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1517,216,Paneer Tikka Masala,21.04,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1518,217,Chicken Tandoori,28.06,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1519,217,Paneer Tikka Masala,25.24,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1520,217,Butter Chicken,5.77,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1521,217,Fish Masala Curry,14.98,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1522,217,Naan Garlic Bread,23.55,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1523,217,Dal Makhani,17.02,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1524,217,Chicken Biryani,15.65,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1525,217,Chana Masala,16.76,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1526,217,Mutton Karahi,18.33,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1527,217,Aloo Paratha,22.06,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1528,218,Aloo Paratha,25.34,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1529,218,Dal Makhani,24.89,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1530,218,Naan Garlic Bread,11.83,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1531,218,Chicken Biryani,20.16,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1532,218,Chicken Tandoori,28.62,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1533,218,Fish Masala Curry,14.53,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1534,218,Paneer Tikka Masala,28.28,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1535,218,Butter Chicken,14.29,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1536,218,Chana Masala,9.26,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1537,218,Mutton Karahi,25.02,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1538,219,Dal Makhani,12.25,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1539,219,Fish Masala Curry,5.89,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1540,219,Chicken Biryani,24.70,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1541,219,Chana Masala,21.39,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1542,219,Chicken Tandoori,13.72,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1543,219,Paneer Tikka Masala,8.54,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1544,219,Aloo Paratha,7.35,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1545,219,Naan Garlic Bread,15.18,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1546,219,Butter Chicken,18.34,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1547,219,Mutton Karahi,16.16,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1548,220,Fish Masala Curry,16.74,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1549,220,Mutton Karahi,5.97,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1550,220,Butter Chicken,5.87,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1551,220,Dal Makhani,14.91,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1552,220,Naan Garlic Bread,16.65,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1553,220,Aloo Paratha,28.73,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1554,220,Chicken Tandoori,19.94,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1555,220,Paneer Tikka Masala,17.31,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1556,220,Chicken Biryani,20.50,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1557,220,Chana Masala,8.52,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1558,221,Aloo Paratha,9.06,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1559,221,Mutton Karahi,17.00,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1560,221,Dal Makhani,11.35,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1561,221,Chana Masala,14.23,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1562,221,Chicken Biryani,10.52,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1563,221,Chicken Tandoori,26.75,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1564,221,Paneer Tikka Masala,12.41,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1565,221,Fish Masala Curry,20.21,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1566,221,Butter Chicken,22.09,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1567,221,Naan Garlic Bread,7.36,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1568,222,Butter Chicken,27.16,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1569,222,Chana Masala,9.72,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1570,222,Paneer Tikka Masala,21.27,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1571,222,Chicken Tandoori,15.28,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1572,222,Aloo Paratha,16.27,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1573,222,Mutton Karahi,13.76,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1574,222,Chicken Biryani,16.19,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1575,222,Fish Masala Curry,15.25,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1576,222,Dal Makhani,6.94,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1577,222,Naan Garlic Bread,17.48,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1578,223,Aloo Paratha,26.56,A delicious aloo paratha prepared fresh.,"Salt, Pepper, Oil"
1579,223,Chana Masala,16.77,A delicious chana masala prepared fresh.,"Salt, Pepper, Oil"
1580,223,Paneer Tikka Masala,20.35,A delicious paneer tikka masala prepared fresh.,"Salt, Pepper, Oil"
1581,223,Fish Masala Curry,26.45,A delicious fish masala curry prepared fresh.,"Salt, Pepper, Oil"
1582,223,Mutton Karahi,25.65,A delicious mutton karahi prepared fresh.,"Salt, Pepper, Oil"
1583,223,Dal Makhani,18.98,A delicious dal makhani prepared fresh.,"Salt, Pepper, Oil"
1584,223,Naan Garlic Bread,28.18,A delicious naan garlic bread prepared fresh.,"Salt, Pepper, Oil"
1585,223,Butter Chicken,29.84,A delicious butter chicken prepared fresh.,"Salt, Pepper, Oil"
1586,223,Chicken Tandoori,24.98,A delicious chicken tandoori prepared fresh.,"Salt, Pepper, Oil"
1587,223,Chicken Biryani,7.44,A delicious chicken biryani prepared fresh.,"Salt, Pepper, Oil"
1588,224,Scrambled Eggs Meal,14.86,A delicious scrambled eggs meal prepared fresh.,"Salt, Pepper, Oil"
1589,224,Granola Yogurt Bowl,24.56,A delicious granola yogurt bowl prepared fresh.,"Salt, Pepper, Oil"
1590,224,Beef Sausage Breakfast,15.32,A delicious beef sausage breakfast prepared fresh.,"Salt, Pepper, Oil"
1591,224,French Toast,28.76,A delicious french toast prepared fresh.,"Salt, Pepper, Oil"
1592,224,Avocado Toast,20.85,A delicious avocado toast prepared fresh.,"Salt, Pepper, Oil"
1593,224,Omelette with Cheese,26.09,A delicious omelette with cheese prepared fresh.,"Salt, Pepper, Oil"
1594,224,Breakfast Burrito,19.12,A delicious breakfast burrito prepared fresh.,"Salt, Pepper, Oil"
1595,224,Paratha with Omelette,8.35,A delicious paratha with omelette prepared fresh.,"Salt, Pepper, Oil"
1596,224,Pancakes with Maple Syrup,18.88,A delicious pancakes with maple syrup prepared fresh.,"Salt, Pepper, Oil"
1597,224,Turkey Bacon & Eggs,18.99,A delicious turkey bacon & eggs prepared fresh.,"Salt, Pepper, Oil"
1598,225,Granola Yogurt Bowl,26.16,A delicious granola yogurt bowl prepared fresh.,"Salt, Pepper, Oil"
1599,225,Breakfast Burrito,20.92,A delicious breakfast burrito prepared fresh.,"Salt, Pepper, Oil"
1600,225,Scrambled Eggs Meal,29.97,A delicious scrambled eggs meal prepared fresh.,"Salt, Pepper, Oil"
1601,225,Paratha with Omelette,11.63,A delicious paratha with omelette prepared fresh.,"Salt, Pepper, Oil"
1602,225,Pancakes with Maple Syrup,15.75,A delicious pancakes with maple syrup prepared fresh.,"Salt, Pepper, Oil"
1603,225,Omelette with Cheese,27.18,A delicious omelette with cheese prepared fresh.,"Salt, Pepper, Oil"
1604,225,French Toast,17.31,A delicious french toast prepared fresh.,"Salt, Pepper, Oil"
1605,225,Avocado Toast,10.07,A delicious avocado toast prepared fresh.,"Salt, Pepper, Oil"
1606,225,Beef Sausage Breakfast,13.36,A delicious beef sausage breakfast prepared fresh.,"Salt, Pepper, Oil"
1607,225,Turkey Bacon & Eggs,6.40,A delicious turkey bacon & eggs prepared fresh.,"Salt, Pepper, Oil"
1608,226,Breakfast Burrito,16.31,A delicious breakfast burrito prepared fresh.,"Salt, Pepper, Oil"
1609,226,Avocado Toast,25.56,A delicious avocado toast prepared fresh.,"Salt, Pepper, Oil"
1610,226,Turkey Bacon & Eggs,10.16,A delicious turkey bacon & eggs prepared fresh.,"Salt, Pepper, Oil"
1611,226,French Toast,29.22,A delicious french toast prepared fresh.,"Salt, Pepper, Oil"
1612,226,Omelette with Cheese,10.40,A delicious omelette with cheese prepared fresh.,"Salt, Pepper, Oil"
1613,226,Paratha with Omelette,12.44,A delicious paratha with omelette prepared fresh.,"Salt, Pepper, Oil"
1614,226,Beef Sausage Breakfast,11.47,A delicious beef sausage breakfast prepared fresh.,"Salt, Pepper, Oil"
1615,226,Pancakes with Maple Syrup,24.07,A delicious pancakes with maple syrup prepared fresh.,"Salt, Pepper, Oil"
1616,226,Granola Yogurt Bowl,14.18,A delicious granola yogurt bowl prepared fresh.,"Salt, Pepper, Oil"
1617,226,Scrambled Eggs Meal,18.47,A delicious scrambled eggs meal prepared fresh.,"Salt, Pepper, Oil"
1618,227,Turkey Bacon & Eggs,6.45,A delicious turkey bacon & eggs prepared fresh.,"Salt, Pepper, Oil"
1619,227,Paratha with Omelette,27.44,A delicious paratha with omelette prepared fresh.,"Salt, Pepper, Oil"
1620,227,Pancakes with Maple Syrup,9.03,A delicious pancakes with maple syrup prepared fresh.,"Salt, Pepper, Oil"
1621,227,Beef Sausage Breakfast,19.55,A delicious beef sausage breakfast prepared fresh.,"Salt, Pepper, Oil"
1622,227,French Toast,27.29,A delicious french toast prepared fresh.,"Salt, Pepper, Oil"
1623,227,Omelette with Cheese,8.14,A delicious omelette with cheese prepared fresh.,"Salt, Pepper, Oil"
1624,227,Granola Yogurt Bowl,8.82,A delicious granola yogurt bowl prepared fresh.,"Salt, Pepper, Oil"
1625,227,Avocado Toast,28.75,A delicious avocado toast prepared fresh.,"Salt, Pepper, Oil"
1626,227,Scrambled Eggs Meal,29.38,A delicious scrambled eggs meal prepared fresh.,"Salt, Pepper, Oil"
1627,227,Breakfast Burrito,10.72,A delicious breakfast burrito prepared fresh.,"Salt, Pepper, Oil"
1628,228,Scrambled Eggs Meal,18.56,A delicious scrambled eggs meal prepared fresh.,"Salt, Pepper, Oil"
1629,228,Paratha with Omelette,25.99,A delicious paratha with omelette prepared fresh.,"Salt, Pepper, Oil"
1630,228,Turkey Bacon & Eggs,26.61,A delicious turkey bacon & eggs prepared fresh.,"Salt, Pepper, Oil"
1631,228,Breakfast Burrito,16.42,A delicious breakfast burrito prepared fresh.,"Salt, Pepper, Oil"
1632,228,French Toast,22.74,A delicious french toast prepared fresh.,"Salt, Pepper, Oil"
1633,228,Beef Sausage Breakfast,24.09,A delicious beef sausage breakfast prepared fresh.,"Salt, Pepper, Oil"
1634,228,Pancakes with Maple Syrup,19.77,A delicious pancakes with maple syrup prepared fresh.,"Salt, Pepper, Oil"
1635,228,Granola Yogurt Bowl,26.69,A delicious granola yogurt bowl prepared fresh.,"Salt, Pepper, Oil"
1636,228,Omelette with Cheese,13.22,A delicious omelette with cheese prepared fresh.,"Salt, Pepper, Oil"
1637,228,Avocado Toast,16.28,A delicious avocado toast prepared fresh.,"Salt, Pepper, Oil"
1638,229,Beef Sausage Breakfast,14.29,A delicious beef sausage breakfast prepared fresh.,"Salt, Pepper, Oil"
1639,229,Pancakes with Maple Syrup,25.82,A delicious pancakes with maple syrup prepared fresh.,"Salt, Pepper, Oil"
1640,229,Scrambled Eggs Meal,26.15,A delicious scrambled eggs meal prepared fresh.,"Salt, Pepper, Oil"
1641,229,Breakfast Burrito,23.30,A delicious breakfast burrito prepared fresh.,"Salt, Pepper, Oil"
1642,229,Avocado Toast,29.72,A delicious avocado toast prepared fresh.,"Salt, Pepper, Oil"
1643,229,Granola Yogurt Bowl,21.31,A delicious granola yogurt bowl prepared fresh.,"Salt, Pepper, Oil"
1644,229,Omelette with Cheese,24.37,A delicious omelette with cheese prepared fresh.,"Salt, Pepper, Oil"
1645,229,Paratha with Omelette,9.99,A delicious paratha with omelette prepared fresh.,"Salt, Pepper, Oil"
1646,229,Turkey Bacon & Eggs,22.52,A delicious turkey bacon & eggs prepared fresh.,"Salt, Pepper, Oil"
1647,229,French Toast,13.95,A delicious french toast prepared fresh.,"Salt, Pepper, Oil"
1648,230,Breakfast Burrito,26.81,A delicious breakfast burrito prepared fresh.,"Salt, Pepper, Oil"
1649,230,French Toast,20.37,A delicious french toast prepared fresh.,"Salt, Pepper, Oil"
1650,230,Turkey Bacon & Eggs,22.05,A delicious turkey bacon & eggs prepared fresh.,"Salt, Pepper, Oil"
1651,230,Scrambled Eggs Meal,15.60,A delicious scrambled eggs meal prepared fresh.,"Salt, Pepper, Oil"
1652,230,Pancakes with Maple Syrup,9.44,A delicious pancakes with maple syrup prepared fresh.,"Salt, Pepper, Oil"
1653,230,Beef Sausage Breakfast,10.41,A delicious beef sausage breakfast prepared fresh.,"Salt, Pepper, Oil"
1654,230,Omelette with Cheese,21.96,A delicious omelette with cheese prepared fresh.,"Salt, Pepper, Oil"
